label,score,oos_profit_factor,oos_return_pct,oos_max_drawdown_pct,oos_avg_trades,oos_ftmo_pass_rate,oos_sensitivity,train_profit_factor,train_return_pct,ADX_MINIMUM,ADX_MIXED_MINIMUM,ATR_SL_MULT,ATR_TP1_MULT,MOMENTUM_BODY_ATR_PCT,SLOPE_GATE_MIXED,SESSION_MODE,USE_NEWS_BLACKOUT,USE_ATR_REGIME_FILTER,ATR_MIN_FILTER,ATR_MAX_FILTER,ENTRY_SLIPPAGE_PCT_ATR,EXIT_SLIPPAGE_PCT_ATR,STARTING_BALANCE,BASELINE_ONLY
combo_1,8.550777836121293,0.6475160503073979,-0.550932049846786,0.5843345638450264,39.0,1.0,0.0,0.9591843656806871,-0.12534843373292823,22,20,1.0,1.5,0.3,True,baseline,True,True,0.6,12.0,0.03,0.03,100000,True
