entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot,atr,pnl,exit_reason,max_favorable,max_adverse
2026-02-13 08:25:00+00:00,2026-02-13 08:51:00+00:00,BUY,4981.606,4972.754544006604,4972.754544006604,4999.308911986791,0.1,8.85145599339548,-88.51455993395577,SL,5.2590000000000146,11.027999999999338
2026-02-16 08:18:00+00:00,2026-02-16 09:03:00+00:00,BUY,5002.857,5014.831435585502,5005.944782207249,5014.831435585502,0.05,5.987217792751019,59.87217792750926,TP,12.685999999999694,2.036000000000058
2026-02-16 09:35:00+00:00,2026-02-16 10:04:00+00:00,BUY,5011.781,5013.063547047704,5013.063547047704,5020.031905904593,0.05,4.125452952296607,6.412735238518508,SL,5.457000000000335,3.4539999999997235
2026-02-16 12:35:00+00:00,2026-02-16 12:40:00+00:00,BUY,5007.138,5002.337542080191,5002.337542080191,5016.738915839617,0.05,4.800457919808608,-24.00228959904325,SL,0.0,4.855999999999767
2026-02-17 07:14:00+00:00,2026-02-17 07:21:00+00:00,SELL,4906.486000000001,4914.115520294033,4914.115520294033,4891.226959411938,0.1,7.6295202940315425,-76.29520294031865,SL,0.8980000000010477,10.470999999999549
2026-02-17 09:18:00+00:00,2026-02-17 09:52:00+00:00,SELL,4919.187000000001,4925.4772732360325,4925.4772732360325,4906.606453527937,0.1,6.290273236031467,-62.902732360316804,SL,6.479000000001179,7.463999999999032
2026-02-17 12:42:00+00:00,2026-02-17 12:55:00+00:00,BUY,4937.206999999999,4931.078844773928,4931.078844773928,4949.463310452144,0.1,6.128155226071912,-61.28155226071613,SL,0.5580000000009022,6.639999999999418
2026-02-18 07:02:00+00:00,2026-02-18 07:14:00+00:00,BUY,4933.420999999999,4941.833971033478,4935.051514483261,4941.833971033478,0.1,4.206485516739011,84.12971033478243,TP,8.960000000000946,0.7049999999990177
2026-02-18 07:27:00+00:00,2026-02-18 07:54:00+00:00,BUY,4935.223999999999,4930.003865812059,4930.003865812059,4945.664268375878,0.1,5.220134187939515,-52.20134187939948,SL,6.710000000000946,5.409999999998945
2026-02-18 08:04:00+00:00,2026-02-18 08:25:00+00:00,SELL,4929.915,4927.392711080573,4927.392711080573,4922.133577838855,0.1,3.8907110805725194,25.222889194274106,SL,6.412999999999556,1.230000000000473
2026-02-19 08:03:00+00:00,2026-02-19 08:37:00+00:00,BUY,5009.436,5011.447266058664,5011.447266058664,5017.195467882671,0.1,3.8797339413356875,20.112660586646598,SL,5.891000000000531,3.3359999999993306
2026-02-19 08:54:00+00:00,2026-02-19 09:20:00+00:00,BUY,5016.709,5012.21583027988,5012.21583027988,5025.695339440241,0.1,4.4931697201202905,-44.93169720120023,SL,3.7520000000004075,5.1229999999995925
2026-02-19 12:16:00+00:00,2026-02-19 12:28:00+00:00,SELL,4985.808,4991.4476525088585,4991.4476525088585,4974.528694982284,0.1,5.639652508858177,-56.396525088584895,SL,1.2590000000000146,5.846000000000458
2026-02-20 07:04:00+00:00,2026-02-20 07:12:00+00:00,BUY,5021.226,5023.339534059817,5023.339534059817,5031.124931880364,0.1,4.949465940182324,21.13534059817539,SL,7.063000000000102,0.17000000000007276
2026-02-20 07:35:00+00:00,2026-02-20 07:53:00+00:00,BUY,5016.053,5010.883436485405,5010.883436485405,5026.392127029189,0.1,5.1695635145947865,-51.69563514595211,SL,2.0020000000004075,5.640000000000327
2026-02-20 08:21:00+00:00,2026-02-20 08:38:00+00:00,BUY,5013.996999999999,5025.234440272318,5019.065279863841,5025.234440272318,0.1,5.6187201361593475,112.37440272318963,TP,13.221000000000458,0.3569999999990614
2026-02-23 08:55:00+00:00,2026-02-23 09:37:00+00:00,BUY,5139.514999999999,5143.976277125358,5143.976277125358,5151.640445749284,0.05,6.06272287464206,22.306385626793602,SL,10.524000000000342,0.6049999999995634
2026-02-23 09:52:00+00:00,2026-02-23 10:06:00+00:00,BUY,5147.027999999999,5148.683906397101,5148.683906397101,5155.688187205798,0.05,4.330093602899432,8.279531985508584,SL,5.986000000000786,0.9009999999989304
2026-02-23 12:30:00+00:00,2026-02-23 12:41:00+00:00,BUY,5152.156,5160.73206144448,5154.561969277761,5160.73206144448,0.05,4.288030722239905,42.8803072223991,TP,8.710000000000036,2.6909999999998035
2026-02-24 07:00:00+00:00,2026-02-24 07:18:00+00:00,SELL,5170.64,5177.308543476234,5177.308543476234,5157.302913047533,0.1,6.668543476233572,-66.68543476233936,SL,6.617000000000189,6.832999999999629
