time,balance,pnl,direction,reason
2026-02-11 07:24:00+00:00,100621.14228296863,-67.63596078749288,BUY,SL
2026-02-11 07:42:00+00:00,100551.14361282441,-69.99867014422307,BUY,SL
2026-02-11 12:18:00+00:00,100467.48825510732,-83.65535771708892,BUY,SL
2026-02-12 07:08:00+00:00,100406.2841793051,-61.20407580221582,SELL,SL
2026-02-12 13:26:00+00:00,100437.74242178712,31.458242482012793,BUY,SL
2026-02-12 14:14:00+00:00,100365.07094033092,-72.67148145620013,BUY,SL
2026-02-13 07:17:00+00:00,100272.49525325501,-92.57568707591417,SELL,SL
2026-02-13 08:14:00+00:00,100351.24814379709,78.75289054208224,BUY,SL
2026-02-13 08:51:00+00:00,100262.73358386313,-88.51455993395577,BUY,SL
2026-02-16 09:03:00+00:00,100322.60576179063,59.87217792750926,BUY,TP
2026-02-16 10:04:00+00:00,100329.01849702914,6.412735238518508,BUY,SL
2026-02-16 12:40:00+00:00,100305.0162074301,-24.00228959904325,BUY,SL
2026-02-17 07:21:00+00:00,100228.72100448978,-76.29520294031865,SELL,SL
2026-02-17 09:52:00+00:00,100165.81827212946,-62.902732360316804,SELL,SL
2026-02-17 12:55:00+00:00,100104.53671986875,-61.28155226071613,BUY,SL
2026-02-18 07:14:00+00:00,100188.66643020354,84.12971033478243,BUY,TP
2026-02-18 07:54:00+00:00,100136.46508832414,-52.20134187939948,BUY,SL
2026-02-18 08:25:00+00:00,100161.68797751842,25.222889194274106,SELL,SL
2026-02-19 08:37:00+00:00,100181.80063810507,20.112660586646598,BUY,SL
2026-02-19 09:20:00+00:00,100136.86894090386,-44.93169720120023,BUY,SL
2026-02-19 12:28:00+00:00,100080.47241581528,-56.396525088584895,SELL,SL
2026-02-20 07:12:00+00:00,100101.60775641346,21.13534059817539,BUY,SL
2026-02-20 07:53:00+00:00,100049.91212126751,-51.69563514595211,BUY,SL
2026-02-20 08:38:00+00:00,100162.2865239907,112.37440272318963,BUY,TP
2026-02-23 09:37:00+00:00,100184.5929096175,22.306385626793602,BUY,SL
2026-02-23 10:06:00+00:00,100192.872441603,8.279531985508584,BUY,SL
2026-02-23 12:41:00+00:00,100235.7527488254,42.8803072223991,BUY,TP
2026-02-24 07:18:00+00:00,100169.06731406305,-66.68543476233936,SELL,SL
2026-02-24 08:04:00+00:00,100089.60467532829,-79.4626387347671,BUY,SL
2026-02-24 08:28:00+00:00,100022.23868825004,-67.3659870782376,SELL,SL
2026-02-25 08:40:00+00:00,100063.40034720316,41.16165895312406,BUY,SL
2026-02-25 09:50:00+00:00,100076.2745962452,12.87424904204272,BUY,SL
2026-02-25 12:33:00+00:00,100093.08721924086,16.81262299564878,BUY,SL
2026-02-26 07:55:00+00:00,100124.71286591406,31.625646673201118,SELL,SL
2026-02-26 08:26:00+00:00,100068.4360807708,-56.27678514325453,BUY,SL
2026-02-26 09:49:00+00:00,100001.80284673008,-66.63323404072798,SELL,SL
2026-02-27 10:08:00+00:00,100037.65885987214,35.85601314206542,SELL,SL
2026-03-02 08:37:00+00:00,100053.96343802314,16.30457815099362,BUY,SL
2026-03-02 08:55:00+00:00,100009.90460930689,-44.058828716260905,BUY,SL
2026-03-02 13:45:00+00:00,99951.72578270083,-58.178826606053924,BUY,SL
2026-03-03 07:19:00+00:00,99819.0308604146,-132.69492228622767,SELL,SL
2026-03-03 07:38:00+00:00,99715.88038819676,-103.1504722178397,SELL,SL
2026-03-03 08:15:00+00:00,99629.01311379192,-86.86727440483992,BUY,SL
2026-03-04 08:04:00+00:00,99532.39860924779,-96.6145045441317,BUY,SL
2026-03-04 08:24:00+00:00,99441.11348951049,-91.28511973729474,SELL,SL
2026-03-04 08:54:00+00:00,99491.81719568695,50.70370617645494,BUY,SL
2026-03-05 08:04:00+00:00,99403.3464398025,-88.47075588445477,BUY,SL
2026-03-05 08:46:00+00:00,99321.74041894558,-81.60602085691609,SELL,SL
2026-03-05 09:08:00+00:00,99465.07933455917,143.33891561357632,BUY,TP
2026-03-06 07:58:00+00:00,99409.10927990713,-55.970054652034385,SELL,SL
2026-03-06 08:16:00+00:00,99353.78561847152,-55.32366143561376,SELL,SL
2026-03-06 09:09:00+00:00,99481.85753149514,128.07191302362298,SELL,TP
2026-03-09 08:02:00+00:00,99437.05311458513,-44.80441691001034,SELL,SL
2026-03-09 08:34:00+00:00,99463.78499417138,26.73187958624567,SELL,SL
2026-03-09 09:08:00+00:00,99422.44661138796,-41.3383827834241,SELL,SL
2026-03-10 07:09:00+00:00,99378.66616572627,-43.78044566168683,BUY,SL
2026-03-10 08:22:00+00:00,99398.3426170348,19.676451308514515,BUY,SL
2026-03-10 10:01:00+00:00,99337.45920973331,-60.88340730148958,BUY,SL
2026-03-11 07:37:00+00:00,99441.22598087258,103.76677113927144,SELL,TP
2026-03-11 09:32:00+00:00,99387.72656748978,-53.49941338279678,SELL,SL
2026-03-11 09:52:00+00:00,99339.33330662738,-48.39326086240362,BUY,SL
2026-03-12 09:21:00+00:00,99292.37591343804,-46.957393189331924,BUY,SL
2026-03-12 12:58:00+00:00,99334.93004858274,42.55413514470092,BUY,SL
2026-03-12 13:16:00+00:00,99275.16271019,-59.767338392739475,BUY,SL
2026-03-13 08:02:00+00:00,99412.56381914814,137.40110895814723,SELL,TP
2026-03-13 08:51:00+00:00,99335.15764535379,-77.40617379435207,SELL,SL
2026-03-13 10:16:00+00:00,99276.39166405106,-58.76598130272214,SELL,SL
2026-03-16 07:15:00+00:00,99341.5063849543,65.11472090322968,SELL,TP
2026-03-16 08:49:00+00:00,99362.04584625375,20.53946129946326,SELL,SL
2026-03-16 12:06:00+00:00,99324.16907069396,-37.87677555979372,SELL,SL
2026-03-17 07:27:00+00:00,99270.42325212009,-53.74581857386147,SELL,SL
2026-03-17 08:22:00+00:00,99295.97116366448,25.547911544381353,BUY,SL
2026-03-17 09:07:00+00:00,99241.34427960562,-54.626884058852745,BUY,SL
2026-03-18 07:36:00+00:00,99206.06818113147,-35.27609847414169,BUY,SL
2026-03-18 09:20:00+00:00,99214.81618103848,8.747999907009216,SELL,SL
2026-03-18 10:13:00+00:00,99233.03523395552,18.21905291704752,SELL,SL
2026-03-19 10:20:00+00:00,99588.1616127617,355.1263788061806,SELL,TP
2026-03-19 13:54:00+00:00,99307.38859321203,-280.77301954966975,SELL,SL
2026-03-19 15:50:00+00:00,99425.6335825274,118.24498931536256,SELL,SL
2026-03-20 07:37:00+00:00,99323.3445739731,-102.28900855429856,SELL,SL
2026-03-20 08:45:00+00:00,99218.89020665815,-104.45436731494738,BUY,SL
2026-03-20 09:46:00+00:00,99437.07269068374,218.1824840255922,SELL,TP
2026-03-23 07:48:00+00:00,99243.52177227201,-193.55091841172452,SELL,SL
2026-03-23 10:02:00+00:00,99114.56911726558,-128.9526550064329,SELL,SL
2026-03-23 12:42:00+00:00,99508.70601683304,394.1368995674611,BUY,TP
2026-03-24 07:53:00+00:00,99756.42481756769,247.71880073465584,BUY,TP
2026-03-24 08:20:00+00:00,99622.01688462206,-134.40793294563264,BUY,SL
2026-03-24 08:49:00+00:00,99500.58940235895,-121.42748226311598,SELL,SL
2026-03-25 07:23:00+00:00,99528.52668370394,27.937281344984516,BUY,SL
2026-03-25 07:57:00+00:00,99450.41052863223,-78.11615507170245,BUY,SL
2026-03-25 08:36:00+00:00,99463.24405678589,12.833528153651061,BUY,SL
2026-03-26 07:23:00+00:00,99497.24027349855,33.996216712666865,SELL,SL
2026-03-26 08:17:00+00:00,99569.860075854,72.61980235544799,SELL,SL
2026-03-26 10:22:00+00:00,99431.31029563851,-138.5497802154805,SELL,SL
2026-03-27 08:01:00+00:00,99451.09406819566,19.783772557138946,SELL,SL
2026-03-27 09:32:00+00:00,99377.64415690338,-73.4499112922731,SELL,SL
2026-03-27 10:26:00+00:00,99384.93787951283,7.293722609456381,SELL,SL
2026-03-30 07:34:00+00:00,99341.06110193909,-43.87677757374149,BUY,SL
2026-03-30 08:23:00+00:00,99354.32360387812,13.262501939025242,BUY,SL
2026-03-30 09:12:00+00:00,99318.94598213719,-35.377621740935865,BUY,SL
2026-03-31 08:08:00+00:00,99459.61405340498,140.66807126779167,BUY,TP
2026-03-31 13:03:00+00:00,99348.72395631853,-110.89009708644882,BUY,SL
2026-03-31 13:31:00+00:00,99254.47351396471,-94.25044235382303,BUY,SL
2026-04-01 07:33:00+00:00,99415.55103349054,161.07751952582475,BUY,TP
2026-04-01 08:11:00+00:00,99439.07651455641,23.525481065862554,BUY,SL
2026-04-01 08:41:00+00:00,99461.22146091543,22.144946359030655,BUY,SL
2026-04-02 09:11:00+00:00,99525.08803389952,63.86657298408864,SELL,SL
2026-04-02 09:40:00+00:00,99557.22915037519,32.14111647566824,SELL,SL
2026-04-02 10:05:00+00:00,99472.9193466263,-84.30980374889259,SELL,SL
2026-04-06 07:30:00+00:00,99477.33660358895,4.417256962656211,SELL,SL
2026-04-06 07:50:00+00:00,99544.62631491601,67.28971132705284,BUY,TP
2026-04-06 09:54:00+00:00,99517.39259961422,-27.233715301781558,BUY,SL
2026-04-07 07:23:00+00:00,99456.693213852,-60.69938576220921,BUY,SL
2026-04-07 08:02:00+00:00,99391.65382736971,-65.03938648230361,SELL,SL
2026-04-07 09:39:00+00:00,99311.15461451837,-80.4992128513368,BUY,SL
2026-04-08 08:25:00+00:00,99238.18323449188,-72.97138002649262,BUY,SL
2026-04-08 12:19:00+00:00,99163.25993819063,-74.92329630124914,BUY,SL
2026-04-08 13:31:00+00:00,99058.0392133925,-105.22072479812779,BUY,SL
2026-04-09 07:34:00+00:00,98978.56065608293,-79.4785573095669,SELL,SL
2026-04-09 07:58:00+00:00,98893.67173916496,-84.88891691798017,SELL,SL
2026-04-09 08:59:00+00:00,98903.02927010632,9.357530941351797,BUY,SL
2026-04-10 07:38:00+00:00,98847.09081562393,-55.93845448238426,SELL,SL
2026-04-10 08:21:00+00:00,98880.04959288037,32.9587772564355,SELL,SL
2026-04-10 08:47:00+00:00,98971.46592678122,91.4163339008519,SELL,TP
2026-04-13 07:55:00+00:00,98991.9314787476,20.465551966385647,BUY,SL
2026-04-13 08:40:00+00:00,98963.60545695586,-28.32602179173591,BUY,SL
2026-04-13 09:29:00+00:00,99022.4234432311,58.81798627524404,SELL,TP
